編號,地震時間,經度,緯度,深度,規模,震央位置
小區域,2016/5/20 下午 09:56:00,122.52,24.4,70.6,4.4,宜蘭縣政府東偏南方  85.2  公里 (位於臺灣東部海域)
小區域,2016/5/20 上午 07:20:00,121.48,23.38,32.4,3.3,花蓮縣政府南偏西方  68.9  公里 (位於臺東縣近海)
小區域,2016/5/20 上午 01:25:00,121.62,23.95,6.9,2.7,花蓮縣政府南方  4.2  公里 (位於花蓮縣近海)
小區域,2016/5/18 下午 08:30:00,121.77,24.18,13.9,3.1,花蓮縣政府東北方  25.9  公里 (位於臺灣東部海域)
小區域,2016/5/18 下午 02:27:00,121.81,24.11,6.1,3.9,花蓮縣政府東偏北方  23.6  公里 (位於臺灣東部海域)
105070   ,2016/5/18 上午 08:22:00,121.57,23.22,45.8,5.2,臺東縣政府東北方  67.0  公里
小區域,2016/5/18 上午 07:35:00,121.37,23.12,20.9,3.8,臺東縣政府北偏東方  46.4  公里 (位於臺東縣成功鎮)
小區域,2016/5/17 下午 07:41:00,121.76,24.19,13.5,3.2,花蓮縣政府東北方  25.6  公里 (位於臺灣東部海域)
小區域,2016/5/17 下午 06:55:00,121.77,24.18,13.1,4,花蓮縣政府東北方  25.8  公里 (位於臺灣東部海域)
小區域,2016/5/17 下午 06:54:00,121.76,24.18,13.6,3.6,花蓮縣政府東北方  25.0  公里 (位於臺灣東部海域)
小區域,2016/5/17 上午 11:38:00,120.71,23.17,9.8,2.8,嘉義市政府東南方  43.2  公里 (位於高雄市桃源區)
小區域,2016/5/16 上午 01:31:00,121.73,24.21,14.1,3.4,花蓮縣政府北偏東方  26.3  公里 (位於花蓮縣近海)
小區域,2016/5/15 下午 12:11:00,121.69,24.2,11.5,4,花蓮縣政府北偏東方  23.7  公里 (位於花蓮縣近海)
小區域,2016/5/15 上午 11:16:00,121.76,24.18,13.5,3.4,花蓮縣政府東北方  25.3  公里 (位於臺灣東部海域)
小區域,2016/5/15 上午 10:36:00,120.93,22.82,2.5,3.2,臺東縣政府西偏北方  23.8  公里 (位於臺東縣延平鄉)
小區域,2016/5/15 上午 07:48:00,121.71,24.18,11.7,3.3,花蓮縣政府北偏東方  23.2  公里 (位於花蓮縣近海)
小區域,2016/5/14 下午 09:57:00,121.73,24.17,11.5,3.6,花蓮縣政府北偏東方  22.7  公里 (位於花蓮縣近海)
小區域,2016/5/14 下午 05:33:00,121.74,24.17,10.7,2.9,花蓮縣政府東北方  23.8  公里 (位於花蓮縣近海)
105069   ,2016/5/14 下午 05:26:00,121.74,24.18,11,4.2,花蓮縣政府北偏東方  23.9  公里
小區域,2016/5/14 下午 05:05:00,121.75,24.16,13.2,3.3,花蓮縣政府東北方  23.0  公里 (位於花蓮縣近海)
小區域,2016/5/14 下午 01:31:00,121.71,24.17,14.2,3.4,花蓮縣政府北偏東方  22.3  公里 (位於花蓮縣近海)
小區域,2016/5/14 下午 01:16:00,121.76,24.19,12.3,3.9,花蓮縣政府東北方  26.3  公里 (位於臺灣東部海域)
小區域,2016/5/14 下午 12:15:00,121.73,24.18,7.8,3.5,花蓮縣政府北偏東方  24.1  公里 (位於花蓮縣近海)
小區域,2016/5/14 下午 12:13:00,121.76,24.19,12.6,3.8,花蓮縣政府東北方  26.0  公里 (位於臺灣東部海域)
小區域,2016/5/14 下午 12:12:00,121.74,24.17,11.9,3.4,花蓮縣政府東北方  23.5  公里 (位於花蓮縣近海)
小區域,2016/5/14 上午 11:48:00,121.75,24.17,12,3.7,花蓮縣政府東北方  23.2  公里 (位於花蓮縣近海)
小區域,2016/5/14 上午 11:38:00,121.75,24.18,12.5,3.2,花蓮縣政府東北方  24.2  公里 (位於花蓮縣近海)
小區域,2016/5/14 上午 11:37:00,121.75,24.18,12.2,3.9,花蓮縣政府東北方  24.6  公里 (位於花蓮縣近海)
小區域,2016/5/14 上午 11:35:00,121.75,24.18,12.8,4.4,花蓮縣政府東北方  25.1  公里
小區域,2016/5/14 上午 11:34:00,121.74,24.17,13,4.2,花蓮縣政府東北方  23.8  公里
105068   ,2016/5/14 上午 11:32:00,121.77,24.17,11.6,5,花蓮縣政府東北方  25.3  公里
小區域,2016/5/14 上午 11:22:00,121.74,24.18,10.1,3.7,花蓮縣政府北偏東方  24.2  公里 (位於花蓮縣近海)
小區域,2016/5/14 上午 11:19:00,121.74,24.18,10.3,4.2,花蓮縣政府北偏東方  24.5  公里 (位於花蓮縣近海)
105067   ,2016/5/14 上午 11:12:00,121.76,24.17,12.4,4.7,花蓮縣政府東北方  25.0  公里
105066   ,2016/5/13 下午 09:02:00,121.75,24.17,12.5,4,花蓮縣政府東北方  24.3  公里 (位於花蓮縣近海)
105065   ,2016/5/13 下午 04:43:00,122.02,24.69,11.1,4.4,宜蘭縣政府東方  26.5  公里
105064   ,2016/5/13 下午 04:24:00,121.98,24.68,9.8,5.2,宜蘭縣政府東偏南方  23.0  公里
小區域,2016/5/13 下午 12:04:00,121.59,24.01,7.5,2.7,花蓮縣政府西偏北方  3.7  公里 (位於花蓮縣花蓮市)
小區域,2016/5/13 上午 09:37:00,121.75,24.59,70.6,4,宜蘭縣政府南方  16.0  公里
小區域,2016/5/12 下午 06:21:00,121.79,24.66,9.3,3.1,宜蘭縣政府南偏東方  8.8  公里 (位於宜蘭縣冬山鄉)
小區域,2016/5/12 下午 03:04:00,121.99,24.7,8.8,3.8,宜蘭縣政府東方  23.5  公里 (位於臺灣東部海域)
小區域,2016/5/12 下午 02:36:00,122.05,24.69,11.7,4.3,宜蘭縣政府東方  29.4  公里 (位於臺灣東部海域)
小區域,2016/5/12 下午 02:28:00,121.74,24.15,11.4,3.9,花蓮縣政府東北方  21.6  公里 (位於花蓮縣近海)
小區域,2016/5/12 下午 12:39:00,122,24.7,9.6,3.8,宜蘭縣政府東方  24.1  公里 (位於臺灣東部海域)
105063   ,2016/5/12 下午 12:29:00,122.02,24.69,12,5.7,宜蘭縣政府東方  26.1  公里
105062   ,2016/5/12 上午 11:21:00,121.96,24.69,9.7,4.5,宜蘭縣政府東偏南方  20.2  公里
105061   ,2016/5/12 上午 11:20:00,121.98,24.69,11.4,4.6,宜蘭縣政府東方  22.0  公里
105060   ,2016/5/12 上午 11:17:00,121.98,24.69,8.9,6.1,宜蘭縣政府東方  22.4  公里
小區域,2016/5/12 上午 11:05:00,121.96,24.7,8.8,3.8,宜蘭縣政府東方  20.5  公里 (位於臺灣東部海域)
105059   ,2016/5/12 上午 05:19:00,121,23.15,2.3,3.9,臺東縣政府北偏西方  46.4  公里 (位於臺東縣海端鄉)
小區域,2016/5/11 下午 05:14:00,121.76,24.26,10.1,2.9,花蓮縣政府北偏東方  33.2  公里 (位於花蓮縣近海)
小區域,2016/5/11 上午 10:55:00,121.74,24.22,9.2,3.1,花蓮縣政府北偏東方  28.4  公里 (位於花蓮縣近海)
小區域,2016/5/11 上午 09:42:00,121.4,23.04,12.3,3.2,臺東縣政府東北方  41.3  公里 (位於臺東縣近海)
小區域,2016/5/11 上午 05:40:00,121.02,23.16,4.2,3.2,臺東縣政府北偏西方  47.0  公里 (位於臺東縣海端鄉)
小區域,2016/5/10 下午 02:18:00,121.73,24.2,11,3.1,花蓮縣政府北偏東方  25.9  公里 (位於花蓮縣近海)
小區域,2016/5/10 下午 02:05:00,121.71,24.21,11.5,2.7,花蓮縣政府北偏東方  26.0  公里 (位於花蓮縣近海)
小區域,2016/5/10 上午 08:49:00,121.75,24.19,12.6,3.5,花蓮縣政府東北方  25.6  公里 (位於花蓮縣近海)
小區域,2016/5/9 上午 06:28:00,121.78,24.4,18.7,3.1,宜蘭縣政府南方  36.2  公里 (位於宜蘭縣南澳鄉)
小區域,2016/5/9 上午 03:58:00,121.78,24.17,10.4,3.3,花蓮縣政府東北方  25.9  公里 (位於臺灣東部海域)
105058   ,2016/5/9 上午 02:50:00,121.78,24.17,10.9,4.4,花蓮縣政府東北方  26.3  公里
小區域,2016/5/8 下午 03:46:00,121.72,24.22,10.7,2.9,花蓮縣政府北偏東方  27.3  公里 (位於花蓮縣近海)
105057   ,2016/5/8 上午 10:46:00,121.02,23.99,19.1,4.9,南投縣政府東偏北方  35.4  公里
小區域,2016/5/8 上午 06:49:00,121.53,24.05,17.2,3.2,花蓮縣政府西北方  11.4  公里 (位於花蓮縣秀林鄉)
小區域,2016/5/8 上午 03:18:00,121.8,24.2,10.9,3.5,花蓮縣政府東北方  29.8  公里 (位於臺灣東部海域)
小區域,2016/5/7 下午 10:57:00,121.78,24.21,11,3.4,花蓮縣政府東北方  28.9  公里 (位於臺灣東部海域)
105056   ,2016/5/7 下午 10:51:00,121.75,24.23,11.9,3.8,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣近海)
105055   ,2016/5/7 下午 10:51:00,121.76,24.22,11.8,4.8,花蓮縣政府北偏東方  29.0  公里
小區域,2016/5/7 上午 06:59:00,120.8,23.07,6.8,3.3,臺東縣政府西北方  50.2  公里 (位於高雄市桃源區)
105054   ,2016/5/7 上午 04:58:00,121.01,23.19,3.6,3.6,臺東縣政府北偏西方  50.5  公里 (位於臺東縣海端鄉)
小區域,2016/5/7 上午 04:09:00,121.63,24.1,9.9,3.1,花蓮縣政府北方  12.3  公里 (位於花蓮縣近海)
小區域,2016/5/7 上午 03:42:00,121.63,24.1,10.4,3.5,花蓮縣政府北方  12.4  公里 (位於花蓮縣近海)
小區域,2016/5/7 上午 03:41:00,121.64,24.11,10.4,3.7,花蓮縣政府北方  13.5  公里 (位於花蓮縣近海)
小區域,2016/5/7 上午 03:21:00,121.63,24.11,9.9,3.3,花蓮縣政府北方  13.0  公里 (位於花蓮縣新城鄉)
小區域,2016/5/7 上午 02:17:00,121.64,24.11,10,2.8,花蓮縣政府北方  13.3  公里 (位於花蓮縣近海)
小區域,2016/5/6 下午 08:00:00,121.73,24.21,12.9,3.6,花蓮縣政府北偏東方  27.2  公里 (位於花蓮縣近海)
小區域,2016/5/6 下午 05:11:00,121.74,24.24,15.1,3.4,花蓮縣政府北偏東方  30.1  公里 (位於花蓮縣近海)
小區域,2016/5/6 下午 04:11:00,121.53,23.26,38.3,3.9,臺東縣政府東北方  68.5  公里 (位於臺灣東部海域)
105053   ,2016/5/6 下午 03:53:00,121.49,23.47,29.7,4.9,花蓮縣政府南偏西方  58.9  公里 (位於花蓮縣豐濱鄉)
小區域,2016/5/6 下午 12:36:00,121.75,24.65,74.6,4.2,宜蘭縣政府南方  8.8  公里
小區域,2016/5/6 上午 10:54:00,120.8,23.08,7.2,3.1,臺東縣政府西北方  50.5  公里 (位於高雄市桃源區)
小區域,2016/5/6 上午 07:35:00,121.75,24.24,8.7,3.1,花蓮縣政府北偏東方  31.3  公里 (位於花蓮縣近海)
小區域,2016/5/6 上午 01:57:00,121.72,24.2,11.1,2.7,花蓮縣政府北偏東方  25.7  公里 (位於花蓮縣近海)
小區域,2016/5/5 下午 10:53:00,121.6,23.96,8.8,3.1,花蓮縣政府南偏西方  4.4  公里 (位於花蓮縣吉安鄉)
小區域,2016/5/4 下午 10:03:00,121.73,24.22,11,3.8,花蓮縣政府北偏東方  27.7  公里 (位於花蓮縣近海)
小區域,2016/5/4 下午 06:47:00,120.53,22.92,12.6,3.8,屏東縣政府北方  26.1  公里 (位於高雄市美濃區)
小區域,2016/5/4 下午 03:35:00,121.76,24.23,8.9,2.9,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣近海)
小區域,2016/5/4 下午 03:18:00,120.77,23.13,6.6,3.2,嘉義市政府東南方  51.2  公里 (位於高雄市桃源區)
小區域,2016/5/4 下午 03:07:00,121.75,24.23,9.3,3.6,花蓮縣政府北偏東方  29.7  公里 (位於花蓮縣近海)
小區域,2016/5/4 上午 08:00:00,121.72,24.21,11,3.5,花蓮縣政府北偏東方  26.1  公里 (位於花蓮縣近海)
小區域,2016/5/4 上午 01:50:00,121.71,24.22,11,3.6,花蓮縣政府北偏東方  26.9  公里 (位於花蓮縣近海)
小區域,2016/5/3 下午 10:17:00,120.77,23.13,6.8,3.4,嘉義市政府東南方  50.5  公里 (位於高雄市桃源區)
小區域,2016/5/3 下午 09:26:00,120.77,23.14,7.2,4,嘉義市政府東南方  50.1  公里 (位於高雄市桃源區)
小區域,2016/5/3 下午 01:30:00,121.72,24.22,10.8,3,花蓮縣政府北偏東方  27.5  公里 (位於花蓮縣近海)
小區域,2016/5/3 下午 12:36:00,121.76,24.23,12.3,3.5,花蓮縣政府北偏東方  29.7  公里 (位於花蓮縣近海)
小區域,2016/5/3 上午 11:08:00,121.71,24.21,11.4,3,花蓮縣政府北偏東方  25.9  公里 (位於花蓮縣近海)
小區域,2016/5/3 上午 10:09:00,121.72,24.22,11.3,3.4,花蓮縣政府北偏東方  27.8  公里 (位於花蓮縣近海)
小區域,2016/5/3 上午 08:44:00,121.6,23.96,9,2.5,花蓮縣政府南偏西方  4.0  公里 (位於花蓮縣吉安鄉)
105052   ,2016/5/3 上午 07:55:00,121.71,24.21,11.4,4.1,花蓮縣政府北偏東方  25.8  公里 (位於花蓮縣近海)
105051   ,2016/5/3 上午 04:53:00,121.71,24.23,12,4.3,花蓮縣政府北偏東方  27.6  公里
小區域,2016/5/3 上午 04:47:00,121.7,24.23,11.6,3.6,花蓮縣政府北偏東方  27.6  公里 (位於花蓮縣秀林鄉)
小區域,2016/5/2 下午 11:44:00,121.72,24.22,10.6,3,花蓮縣政府北偏東方  27.4  公里 (位於花蓮縣近海)
小區域,2016/5/2 下午 10:30:00,121.7,24.22,11.6,3.6,花蓮縣政府北偏東方  26.8  公里 (位於花蓮縣近海)
105050   ,2016/5/2 下午 10:29:00,121.72,24.21,11.8,4.9,花蓮縣政府北偏東方  26.3  公里
小區域,2016/5/2 下午 10:16:00,121.72,24.21,10.7,2.7,花蓮縣政府北偏東方  27.0  公里 (位於花蓮縣近海)
小區域,2016/5/2 下午 10:13:00,121.73,24.22,11.5,2.8,花蓮縣政府北偏東方  27.3  公里 (位於花蓮縣近海)
小區域,2016/5/2 下午 10:10:00,121.73,24.21,10.9,3.6,花蓮縣政府北偏東方  26.9  公里 (位於花蓮縣近海)
105049   ,2016/5/2 下午 08:16:00,121.76,24.19,12,3.7,花蓮縣政府東北方  26.2  公里 (位於臺灣東部海域)
105048   ,2016/5/2 上午 10:27:00,121.02,23.19,3.4,4.2,臺東縣政府北偏西方  49.7  公里 (位於臺東縣海端鄉)
小區域,2016/5/2 上午 03:10:00,121.8,24.19,13,3.3,花蓮縣政府東北方  28.9  公里 (位於臺灣東部海域)
小區域,2016/5/1 下午 11:39:00,121.62,23.92,6.3,2.7,花蓮縣政府南方  7.8  公里 (位於花蓮縣近海)
小區域,2016/5/1 下午 09:32:00,121.62,23.95,7.9,3.9,花蓮縣政府南方  4.9  公里 (位於花蓮縣近海)
小區域,2016/5/1 下午 09:30:00,121.61,23.95,8.1,3.5,花蓮縣政府南偏西方  4.8  公里 (位於花蓮縣近海)
小區域,2016/5/1 下午 09:23:00,121.61,23.95,7.3,3.8,花蓮縣政府南偏西方  4.4  公里 (位於花蓮縣近海)
小區域,2016/5/1 下午 08:09:00,121.74,24.23,10.2,3.6,花蓮縣政府北偏東方  29.4  公里 (位於花蓮縣近海)
105047   ,2016/5/1 下午 01:25:00,121.83,24.23,12.6,4.5,花蓮縣政府東北方  34.4  公里 (位於臺灣東部海域)
小區域,2016/5/1 下午 12:17:00,121.8,24.19,15.3,3.5,花蓮縣政府東北方  28.8  公里 (位於臺灣東部海域)
小區域,2016/5/1 上午 09:27:00,121.75,24.22,11.5,3.5,花蓮縣政府北偏東方  28.3  公里 (位於花蓮縣近海)
105046   ,2016/5/1 上午 06:46:00,121.74,24.22,12.3,4.8,花蓮縣政府北偏東方  28.1  公里
小區域,2016/5/1 上午 06:38:00,121.71,24.24,10.6,3.3,花蓮縣政府北偏東方  28.8  公里 (位於花蓮縣近海)
小區域,2016/5/1 上午 04:49:00,121.6,23.97,8.9,2.9,花蓮縣政府西南方  3.1  公里 (位於花蓮縣花蓮市)
小區域,2016/4/30 下午 03:02:00,121.72,24.23,10.9,3,花蓮縣政府北偏東方  28.2  公里 (位於花蓮縣近海)
小區域,2016/4/30 下午 02:13:00,121.83,24.23,11,4,花蓮縣政府東北方  33.7  公里 (位於臺灣東部海域)
小區域,2016/4/30 上午 11:57:00,121.76,24.24,9.9,3.1,花蓮縣政府北偏東方  30.8  公里 (位於花蓮縣近海)
小區域,2016/4/30 上午 11:05:00,121.76,24.22,12,3.3,花蓮縣政府北偏東方  28.6  公里 (位於花蓮縣近海)
小區域,2016/4/30 上午 08:09:00,122.47,24.18,62.2,4.1,花蓮縣政府東偏北方  88.4  公里 (位於臺灣東部海域)
小區域,2016/4/30 上午 04:24:00,121.75,24.22,11.6,3.5,花蓮縣政府北偏東方  28.9  公里 (位於花蓮縣近海)
小區域,2016/4/30 上午 02:56:00,121.79,24.22,15.4,3.6,花蓮縣政府東北方  30.7  公里 (位於臺灣東部海域)
小區域,2016/4/29 下午 11:55:00,121.77,24.21,10.5,3.6,花蓮縣政府東北方  28.8  公里 (位於臺灣東部海域)
小區域,2016/4/29 下午 11:51:00,121.77,24.21,11.6,3.7,花蓮縣政府東北方  28.2  公里 (位於臺灣東部海域)
小區域,2016/4/29 下午 11:12:00,121.77,24.21,9.4,3.6,花蓮縣政府東北方  28.5  公里 (位於臺灣東部海域)
小區域,2016/4/29 下午 11:09:00,121.74,24.22,13.3,3.4,花蓮縣政府北偏東方  27.9  公里 (位於花蓮縣近海)
小區域,2016/4/29 下午 10:16:00,121.58,23.97,8.6,2.6,花蓮縣政府西偏南方  4.3  公里 (位於花蓮縣吉安鄉)
小區域,2016/4/29 下午 06:40:00,121.78,24.2,12.8,3.3,花蓮縣政府東北方  28.6  公里 (位於臺灣東部海域)
小區域,2016/4/29 下午 03:23:00,121.79,24.21,14.1,3.7,花蓮縣政府東北方  30.3  公里 (位於臺灣東部海域)
小區域,2016/4/29 上午 09:33:00,121.61,23.96,8.3,3.4,花蓮縣政府南偏西方  3.5  公里 (位於花蓮縣近海)
小區域,2016/4/29 上午 09:00:00,121.63,23.94,6.2,3,花蓮縣政府南方  5.4  公里 (位於花蓮縣近海)
105045   ,2016/4/29 上午 08:27:00,121.62,23.94,8.8,4,花蓮縣政府南方  6.0  公里 (位於花蓮縣近海)
小區域,2016/4/29 上午 02:14:00,121.77,24.23,9.9,3.6,花蓮縣政府北偏東方  30.2  公里 (位於花蓮縣近海)
小區域,2016/4/28 下午 06:31:00,121.78,24.22,11.7,3,花蓮縣政府東北方  30.1  公里 (位於花蓮縣近海)
小區域,2016/4/28 下午 06:29:00,121.74,24.24,9.7,3.3,花蓮縣政府北偏東方  30.3  公里 (位於花蓮縣近海)
小區域,2016/4/28 下午 12:35:00,121.77,24.23,10.9,3.7,花蓮縣政府北偏東方  30.3  公里 (位於花蓮縣近海)
105044   ,2016/4/28 上午 11:22:00,121.8,24.4,10.5,3.4,宜蘭縣政府南方  36.6  公里 (位於宜蘭縣近海)
小區域,2016/4/28 上午 10:31:00,121.79,24.29,12.4,3.1,花蓮縣政府北偏東方  37.2  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 10:26:00,121.76,24.22,10.2,3.5,花蓮縣政府北偏東方  29.3  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 09:54:00,121.76,24.25,10.2,3.4,花蓮縣政府北偏東方  31.4  公里 (位於花蓮縣近海)
105043   ,2016/4/28 上午 09:14:00,121.8,24.28,12.6,4.5,花蓮縣政府北偏東方  37.2  公里
小區域,2016/4/28 上午 07:47:00,121.76,24.28,11.2,3.2,花蓮縣政府北偏東方  34.6  公里 (位於花蓮縣近海)
105042   ,2016/4/28 上午 05:48:00,121.78,24.26,11.7,4.4,花蓮縣政府北偏東方  34.0  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 05:24:00,121.77,24.22,9.1,3.5,花蓮縣政府北偏東方  29.4  公里 (位於花蓮縣近海)
105041   ,2016/4/28 上午 05:15:00,121.74,24.24,11.7,4.3,花蓮縣政府北偏東方  30.0  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 04:39:00,121.76,24.25,10.6,3.2,花蓮縣政府北偏東方  31.7  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 03:47:00,121.78,24.2,10.9,3.2,花蓮縣政府東北方  28.5  公里 (位於臺灣東部海域)
小區域,2016/4/28 上午 03:01:00,121.77,24.2,10.8,3.5,花蓮縣政府東北方  28.2  公里 (位於臺灣東部海域)
小區域,2016/4/28 上午 02:52:00,121.76,24.23,9.4,3.3,花蓮縣政府北偏東方  29.7  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 02:24:00,121.77,24.23,10,3.5,花蓮縣政府北偏東方  30.3  公里 (位於花蓮縣近海)
105040   ,2016/4/28 上午 02:19:00,121.23,23.28,15.2,5.5,臺東縣政府北方  59.1  公里
小區域,2016/4/28 上午 01:48:00,121.74,24.25,10.4,3.6,花蓮縣政府北偏東方  30.6  公里 (位於花蓮縣近海)
105039   ,2016/4/28 上午 01:04:00,121.78,24.23,11,4.1,花蓮縣政府北偏東方  30.9  公里 (位於花蓮縣近海)
105038   ,2016/4/28 上午 12:55:00,121.76,24.27,11.7,4.1,花蓮縣政府北偏東方  33.6  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 12:46:00,121.79,24.27,11,3.2,花蓮縣政府北偏東方  35.2  公里 (位於花蓮縣近海)
小區域,2016/4/28 上午 12:44:00,121.79,24.23,11.2,3.5,花蓮縣政府東北方  31.5  公里 (位於花蓮縣近海)
105037   ,2016/4/28 上午 12:39:00,121.79,24.26,10.9,3.7,花蓮縣政府北偏東方  34.2  公里 (位於花蓮縣近海)
105036   ,2016/4/28 上午 12:33:00,121.77,24.27,11.8,4.4,花蓮縣政府北偏東方  34.1  公里 (位於花蓮縣近海)
105035   ,2016/4/28 上午 12:20:00,121.76,24.26,11.6,4,花蓮縣政府北偏東方  33.6  公里 (位於花蓮縣近海)
小區域,2016/4/27 下午 11:36:00,121.77,24.28,12.7,2.8,花蓮縣政府北偏東方  35.1  公里 (位於花蓮縣近海)
105034   ,2016/4/27 下午 11:33:00,121.76,24.29,12.7,3.8,花蓮縣政府北偏東方  36.3  公里 (位於花蓮縣近海)
105033   ,2016/4/27 下午 11:32:00,121.77,24.26,13,4.1,花蓮縣政府北偏東方  33.7  公里 (位於花蓮縣近海)
105032   ,2016/4/27 下午 11:27:00,121.75,24.25,13,5.1,花蓮縣政府北偏東方  31.8  公里
小區域,2016/4/27 下午 11:23:00,121.74,24.27,9.6,3.2,花蓮縣政府北偏東方  33.3  公里 (位於花蓮縣近海)
小區域,2016/4/27 下午 11:20:00,121.76,24.29,12.9,3.5,花蓮縣政府北偏東方  36.0  公里 (位於花蓮縣近海)
105031   ,2016/4/27 下午 11:17:00,121.78,24.24,11.9,5.7,花蓮縣政府北偏東方  32.0  公里
小區域,2016/4/27 下午 06:53:00,121.64,24.34,23.3,3.8,花蓮縣政府北方  38.1  公里
